,Name,Category,Bio,Aliases,Flights,Documents,Connections,In Black Book,Nationality
1234,Leon Botstein,academic,Bard College president; Epstein flew 'girls' to campus by helicopter in 2013,[],0,0,0,False,American
1235,Nathan Wolfe,academic,Stanford virologist who proposed Epstein fund sexual behavior study,['Nathan Daniel Wolfe'],0,0,0,False,American
1236,Mark Tramo,academic,UCLA neurologist who received $100K from Epstein and shared student info,['Mark Jude Tramo'],0,0,0,False,American
1237,Jack Horner,academic,Renowned paleontologist who visited Epstein's Zorro Ranch in 2012,['John Robert Horner'],0,0,0,False,American
1238,Antonio Damasio,academic,USC neuroscientist who requested Epstein research funding in 2013,['Antonio Rosa Damasio'],0,0,0,False,Portuguese-American
1239,Frank Wilczek,academic,Nobel physicist who attended Epstein-funded 2006 gravity conference,[],0,0,0,False,American
1240,Kip Thorne,academic,Nobel physicist who attended Epstein-funded 2006 conference,[],0,0,0,False,American
1241,Christof Koch,academic,Neuroscientist who attended Epstein's 2011 island Mindshift Conference,[],0,0,0,False,American
1242,Gerald Sussman,academic,MIT professor who attended Epstein's 2011 island conference,['Gerald Jay Sussman'],0,0,0,False,American
1243,David Gross,academic,Nobel physicist who attended Epstein-funded 2006 gravity conference,[],0,0,0,False,American
1244,Gerard 't Hooft,academic,Dutch Nobel physicist who attended Epstein-funded 2006 conference,"[""Gerardus 't Hooft""]",0,0,0,False,Dutch
1245,Elie Wiesel,academic,Nobel Peace laureate and Holocaust survivor listed in Epstein's contact book,['Eliezer Wiesel'],0,0,0,True,Romanian-American
1246,Nili Priel,other,Wife of ex-Israeli PM Ehud Barak who coordinated stays at Epstein's apartment,[],0,0,0,False,Israeli
1247,Mira Nair,celebrity,Filmmaker whose film afterparty was held at Maxwell's townhouse in 2009,[],0,0,0,False,Indian-American
1248,Larry Page,business,Google co-founder mentioned hundreds of times in Epstein materials,['Lawrence Edward Page'],0,0,0,False,American
1249,Bernie Steinberg,academic,Former Harvard Hillel director who solicited Epstein donations post-conviction,['Bernard Steinberg'],0,0,0,False,American
1250,Alastair Campbell,politician,Blair's press secretary; 1 black book number (Downing St switchboard); met Epstein once via Maxwell,['Alistar Cambell'],0,0,0,True,British
1251,Casey Tegreene,business,"Intellectual Ventures patent chief; in EFTA email thread with Walker, Gates",[],0,1,0,False,American
1252,Pinchas Buchris,military-intelligence,Former Unit 8200 director; Carbyne board member; described Epstein investment concealment,[],0,0,0,False,Israeli
1253,Mona Juul,politician,Norwegian ambassador to Jordan; resigned over Epstein ties after DOJ release,[],0,0,0,False,Norwegian
1254,Christian Kjaer,associate,Danish businessman; owned Great St. James island; Epstein used fraud to circumvent his refusal to sell,[],0,0,0,False,Danish
1255,Ro Khanna,politician,U.S. Representative; read six redacted Epstein names into Congressional Record,[],0,0,0,False,American
1256,Thomas Massie,politician,U.S. Representative; unmasked six DOJ-redacted names using congressional immunity,[],0,0,0,False,American
1257,Bella Klein,associate,Epstein's accountant; daughters' tuition paid by Epstein,[],0,0,0,False,American
1258,Billy Dimauro,associate,Likely Epstein co-pilot; appeared on 2 flights in 2013,[],2,0,0,False,
1259,Salvatore Nuara,other,Retired NYPD detective; named on FBI co-conspirator list; unredacted by Congress (Feb 2026),[],0,0,0,True,American
1260,Zurab Mikeladze,other,Named on FBI co-conspirator list; unredacted by Congress (Feb 2026); identity unconfirmed,[],0,0,0,False,
1261,Leonic Leonov,other,Named on FBI co-conspirator list; unredacted by Congress (Feb 2026); identity unknown,[],0,0,0,False,
1262,Nicola Caputo,other,Named on FBI co-conspirator list; unredacted by Congress (Feb 2026); identity disputed,[],0,0,0,False,
1263,Hillary Clinton,politician,Former Secretary of State; scheduled for House Oversight Epstein deposition (Feb 2026),['Hillary Rodham Clinton'],0,0,0,False,American
